"Anatomical Structures, Cell Types and Biomarkers Table for Thymus v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Maigan Brusko; Rebecca T. Beuschel; Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4331-2202; 0000-0002-3882-457X; 0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Sarah A. Teichmann; Jakub Abramson; Tom Taghon; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6294-6366; 0000-0002-1745-8996; 0000-0002-5781-0288; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1126/science.aay3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM284.RFDC.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,05/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,All Protein Biomarkers,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,,,,,,,double positive thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,,"CD1A, CD1B, CD1E, CD8A, CD8B, ELOVL4, SMPD3, SH3TC1, UHRRF1",CD1A,CD1A,HGNC:1634,CD1B,CD1B,HGNC:1635,CD1E,CD1E,HGNC:1638,CD8A,CD8A,HGNC:1706,CD8B,CD8B,HGNC:1707,ELOVL4,ELOVL4,HGNC:14415,SH3TC1,SH3TC1,HGNC:26009,SMPD3,SMPD3,HGNC:14240,UHRF1,UHRF1,HGNC:12556,,,,"CD1a+, CD4+, CD5+/-, CD7+/-, CD8+, CD27+/-, CD69+/- (general DP)",CD1a+,CD1A,HGNC:1634,CD4+,CD4,HGNC:1678,CD5+/-,CD5,HGNC:1685,CD7+/-,CD7,HGNC:1695,CD8+,CD8A,HGNC:1706,CD27+/-,CD27,HGNC:11922,CD69+/-,CD69,HGNC:1694,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Marcovecchio GE, Bortolomai I, Ferrua F, Fontana E, Imberti L, Conforti E, Amodio D, Bergante S, Macchiarulo G, D'Oria V, Conti F, Di Cesare S, Fousteri G, Carotti A, Giamberti A, Poliani PL, Notarangelo LD, Cancrini C, Villa A, Bosticardo M. Thymic Epithelium Abnormalities in DiGeorge and Down Syndrome Patients Contribute to Dysregulation in T Cell Development. Front Immunol. 2019 Mar 15;10:447.",DOI: 10.3389/fimmu.2019.00447.,"AS-CT, CT-B",,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,,,,,,,plasmacytoid dendritic cell,thymic plasmacytoid dendritic cell,CL:0000942,,"CCDC50, GZMB, IL3RA, IRF7, IRF8, JCHAIN, LILRA4, PLAC8, PLD4, UGCG",CCDC50,CCDC50,HGNC:18111,GZMB,GZMB,HGNC:4709,IL3RA,IL3RA,HGNC:6012,IRF7,IRF7,HGNC:6122,IRF8,IRF8,HGNC:5358,JCHAIN,JCHAIN,HGNC:5713,LILRA4,LILRA4,HGNC:15503,PLAC8,PLAC8,HGNC:19254,PLD4,PLD4,HGNC:23792,UGCG,UGCG,HGNC:12524,"Beta5t+, CD11c-, CD13-, CD33(lo), CD45RA+, CD123+, CD303+",Beta5t+,PSMB11,HGNC:31963,CD11c-,ITGAX,HGNC:6152,CD13-,ANPEP,HGNC:500,CD33(lo),CD33,HGNC:1659,CD45RA+,PTPRC,HGNC:9666,CD123+,IL3RA,HGNC:6012,CD303+,CLEC4C,HGNC:13258,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Bendriss-Vermare N, Barthélémy C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, Brière F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",DOI: 10.1172/JCI11734.,"AS-CT, CT-B","Tomaru U, Ishizu A, Murata S, Miyatake Y, Suzuki S, Takahashi S, Kazamaki T, Ohara J, Baba T, Iwasaki S, Fugo K, Otsuka N, Tanaka K, Kasahara M. Exclusive expression of proteasome subunit {beta}5t in the human thymic cortex. Blood. 2009 May 21;113(21):5186-91.",DOI: 10.1182/blood-2008-11-187633,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,,,,,,,erythroid,erythroid lineage cell,CL:0000764,,"AHSP, ALAS2, BLVRB, FAM178B, HBA1, HBA2, HBB, HBG1, HBG2, HBM",AHSP,AHSP,HGNC:18075,ALAS2,ALAS2,HGNC:397,BLVRB,BLVRB,HGNC:1063,FAM178B,FAM178B,HGNC:28036,HBA1,HBA1,HGNC:4823,HBA2,HBA2,HGNC:4824,HBB,HBB,HGNC:4827,HBG1,HBG1,HGNC:4831,HBG2,HBG2,HGNC:4832,HBM,HBM,HGNC:4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Kendall MD, Singh J. The presence of erythroid cells in the thymus gland of man. J Anat. 1980 Jan;130(Pt 1):183-9.",No DOI,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,nerve,nerve,UBERON:0001021,parasympathetic cholinergic nerve,parasympathetic cholinergic nerve,UBERON:8410062,,,,Added new term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acetylcholinesterase (AChE)+,AChE+,ACHE,HGNC:108,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,thymic artery,thymic artery,UBERON:0018243,,,,blood endothelial cell,blood vessel endothelial cell,CL:0000071,,"A2M, AQP1, BCAM, IFI27, NPDC1, PLVAP, RAMP2, RNASE1, SPARCL1, TM4SF1",A2M,A2M,HGNC:7,AQP1,AQP1,HGNC:633,BCAM,BCAM,HGNC:6722,IFI27,IFI27,HGNC:5397,NPDC1,NPDC1,HGNC:7899,PLVAP,PLVAP,HGNC:13635,RAMP2,RAMP2,HGNC:9844,RNASE1,RNASE1,HGNC:10044,SPARCL1,SPARCL1,HGNC:11220,TM4SF1,TM4SF1,HGNC:11853,CD31+,CD31+,PECAM,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,nerve,nerve,UBERON:0001021,,,,sympathetic noradrenergic nerve,sympathetic noradrenergic neuron,CL:3000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrosine hydroxylase (TH)+,TH+,TH,HGNC:11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,cortex of thymus,cortex of thymus,UBERON:0002123,thymus epithelium,thymus epithelium,UBERON:0003846,,,,cortical thymic epithelial cell,cortical thymic epithelial cell,CL:0002364,,"CCL25, COX7A1, CTSV, GNG11, PDLIM1, PLTP, PRSS16, PSMB11, S100A14, SCX",CCL25,CCL25,HGNC:10624,COX7A1,COX7A1,HGNC:2287,CTSV,CTSV,HGNC:2538,GNG11,GNG11,HGNC:4403,PDLIM1,PDLIM1,HGNC:2067,PLTP,PLTP,HGNC:9093,PRSS16,PRSS16,HGNC:9480,PSMB11,PSMB11,HGNC:31963,S100A14,S100A14,HGNC:18901,SCX,SCX,HGNC:32322,"Beta1i+, Beta2i+, Beta5t+, CD45-, CDR2+, EpCAM(lo)",Beta1i+,PSMB9,HGNC:9546,Beta2i+,PSMB10,HGNC:9538,Beta5t+,PSMB11,HGNC:31963,CD45-,PTPRC,HGNC:9666,CDR2+,CDR2,HGNC:1799,EpCAM(lo),EPCAM,HGNC:11529,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Tomaru U, Ishizu A, Murata S, Miyatake Y, Suzuki S, Takahashi S, Kazamaki T, Ohara J, Baba T, Iwasaki S, Fugo K, Otsuka N, Tanaka K, Kasahara M. Exclusive expression of proteasome subunit {beta}5t in the human thymic cortex. Blood. 2009 May 21;113(21):5186-91.",DOI: 10.1182/blood-2008-11-187633.,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,memory B cell,unswitched memory B cell,CL:0000970,,"ADAM28, BANK1, CRIP1, GPR183, HLA-DQA1, HLA-DRA, IGHA1, LY86, MS4A1, TNFRSF13B (general memory B)",ADAM28,ADAM28,HGNC:206,BANK1,BANK1,HGNC:18233,CRIP1,CRIP1,HGNC:2360,GPR183,GPR183,HGNC:3128,HLA-DQA1,HLA-DQA1,HGNC:4942,HLA-DRA,HLA-DRA,HGNC:4947,IGHA1,IGHA1,HGNC:5478,LY86,LY86,HGNC:16837,MS4A1,MS4A1,HGNC:7315,TNFRSF13B,TNFRSF13B,HGNC:18153,"CD19+, CD20+, CD27+, IgM+",CD19+,CD19,HGNC:1633,CD20+,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,IgM+,IGHM,HGNC:5541,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Nuñez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",DOI: 10.1126/sciimmunol.aah4447,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,memory B cell,class switched memory B cell,CL:0000972,,"ADAM28, BANK1, CRIP1, GPR183, HLA-DQA1, HLA-DRA, IGHA1, LY86, MS4A1, TNFRSF13B (general memory B)",ADAM28,ADAM28,HGNC:206,BANK1,BANK1,HGNC:18233,CRIP1,CRIP1,HGNC:2360,GPR183,GPR183,HGNC:3128,HLA-DQA1,HLA-DQA1,HGNC:4942,HLA-DRA,HLA-DRA,HGNC:4947,IGHA1,IGHA1,HGNC:5478,LY86,LY86,HGNC:16837,MS4A1,MS4A1,HGNC:7315,TNFRSF13B,TNFRSF13B,HGNC:18153,"CD19+, CD20+, CD27+, IgA+/-, IgG+/-",CD19+,CD19,HGNC:1633,CD20+,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Nuñez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",DOI: 10.1126/sciimmunol.aah4447,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,plasmablast,plasmablast,CL:0000980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CD19+, CD27+, IRF4+",CD19+,CD19,HGNC:1633,CD27+,CD27,HGNC:11922,IRF4+,IRF4,HGNC:6119,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Nuñez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B",,,,"Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,plasma cell,plasma cell,CL:0000786,,"DERL3, FKBP11, IGHG1, IGHG3, IGKC, JCHAIN, MZB1, SEC11C, SSR4, XBP1",DERL3,DERL3,HGNC:14236,FKBP11,FKBP11,HGNC:18624,IGHG1,IGHG1,HGNC:5525,IGHG3,IGHG3,HGNC:5527,IGKC,IGKC,HGNC:5716,JCHAIN,JCHAIN,HGNC:5713,MZB1,MZB1,HGNC:30125,SEC11C,SEC11C,HGNC:23400,SSR4,SSR4,HGNC:11326,XBP1,XBP1,HGNC:12801,"CD19+, CD20-, CD28+, CD138+, IgA+/-, IgG3+/-, IgG1+/-, IgM+/-",CD19+,CD19,HGNC:1633,CD20-,MS4A1,HGNC:7315,CD28+,CD28,HGNC:1653,CD138+,SDC1,HGNC:10658,IgG1+/-,IGHG1,HGNC:5525,IgG3+/-,IGHG3,HGNC:5527,IgM+/-,IGHM,HGNC:5541,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Nuñez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",DOI: 10.1126/sciimmunol.aah4447,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,eosinophil,eosinophil,CL:0000771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CD33+, Eosinophil Major Basic Protein+, IDO+",CD33+,CD33,HGNC:1659,Eosinophil Major Basic Protein+,PRG2,HGNC:9362,IDO+,IDO1,HGNC:6059,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Suster, Saul M.D.; Rosai, Juan M.D. Histology of the Normal Thymus, The American Journal of Surgical Pathology: March 1990 - Volume 14 - Issue 3 - p 284-303",DOI: 10.1097/00000478-199003000-00010,AS-CT,"Lee I, Yu E, Good RA, Ikehara S. Presence of eosinophilic precursors in the human thymus: evidence for intra-thymic differentiation of cells in eosinophilic lineage. Pathol Int. 1995 Sep;45(9):655-62. doi: 10.1111/j.1440-1827.1995.tb03518.x. PMID: 8548038.",DOI: 10.1111/j.1440-1827.1995.tb03518.x.,"AS-CT, CT-B","Tulic MK, Sly PD, Andrews D, Crook M, Davoine F, Odemuyiwa SO, Charles A, Hodder ML, Prescott SL, Holt PG, Moqbel R. Thymic indoleamine 2,3-dioxygenase-positive eosinophils in young children: potential role in maturation of the naive immune system. Am J Pathol. 2009 Nov;175(5):2043-52.",DOI: 10.2353/ajpath.2009.090015,CT-B,,,
