"Anatomical Structures, Cell Types and Biomarkers Table for Spleen v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Marda Jorgensen; Andrea J. Radtke; Rebecca T. Beuschel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s),0000-0002-7250-3569; 0000-0003-4379-8967; 0000-0002-3882-457X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Elaine Jaffe; Stefania Pittaluga; Robert Seifert; Birte Steiniger; Clive Wasserfall; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s),0000-0003-4632-0301; 0000-0001-7688-1439; 0000-0002-4404-8116; 0000-0002-3602-7331; 0000-0002-3522-8932; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"10.1111/imm.12469, 10.1186/s13059-019-1906-x, 10.1182/blood.V126.23.3594.3594, 10.1126/sciimmunol.aau6085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM772.KBNQ.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5//6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTES,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTES,AS/5,AS/5/LABEL,AS/5/ID,AS/5/NOTES,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,"Protein Biomarkers from Antibody Based Assays (IHC, FACS)",Transcriptomics,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,BProtein/11,BProtein/11/LABEL,BProtein/11/ID,FTU/1,FTU/1/Label,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,B cell,B cell,,,,,,,,,CD20+,"CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD19+,CD19,HGNC:1633,CD79a+,CD79A,HGNC:1698,MS4A1+,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,CD20+,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.",DOI: 10.1111/imm.12469,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,CD8+ T Cell,"CD8-positive, alpha-beta T cell",CL:0000625,,,,,,,,"CD3+, CD4-, CD8+","CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD3+,CD3E,HGNC:1674,CD4-,CD4,HGNC:1678,CD8a+,CD8A,HGNC:1706,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3E,HGNC:1674,CD4-,CD4,HGNC:1678,CD8+,CD8A,HGNC:1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",No DOI,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Memory CD8+ T Cell,"CD8-positive, alpha-beta memory T cell",CL:0000909,,,,,,,,"CD3+, CD4-, CD8+, CD45RA-","CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD3+,CD3E,HGNC:1674,CD4-,CD4,HGNC:1678,CD8a+,CD8A,HGNC:1706,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3E,HGNC:1674,CD4-,CD4,HGNC:1678,CD8+,CD8A,HGNC:1706,CD45RA-,PTPRC,HGNC:9666,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis SM, Williams A, Eisenbarth SC. Structure and function of the immune system in the spleen. Sci Immunol. 2019 Mar 1;4(33):eaau6085.",DOI: 10.1126/sciimmunol.aau6085,AS-CT,,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Plasma Cell,plasma cell,CL:0000786,,,,,,,,"CD11a+, CD20-, CD27+, CD38++, CD79a+, CD138+, CXCR4+, Ig++, IRF4+","IGHG1, IGHM, JCHAIN, SDC1, XBP1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",IGHG1+,IGHG1,HGNC:5525,IGHM+,IGHM,HGNC:5541,JCHAIN+,JCHAIN,HGNC:5713,SDC1+,SDC1,HGNC:10658,XBP1+,XBP1,HGNC:12801,,,,,,,,,,,,,,,,CD11a+,ITGAL,HGNC:6148,CD27+,CD27,HGNC:11922,CD38++,CD38,HGNC:1667,CD79a+,CD79a,HGNC:1698,CD138+,SDC1,HGNC:10658,CXCR4+,CXCR4,HGNC:2561,IRF4+,IRF4,HGNC:6119,,,,,,,,,,,,,,,,"O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",No DOI,AS,"Ellyard, J., Avery, D., Mackay, C. and Tangye, S. (2005), Contribution of stromal cells to the migration, function and retention of plasma cells in human spleen: potential roles of CXCL12, IL?6 and CD54. Eur. J. Immunol., 35: 699-708.",DOI: 10.1002/eji.200425442,CT-B,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Plasmablast,plasmablast,CL:0000980,,,,,,,,"CD20+/-, CD27+, CD38++, CD79a+, CD138+, CXCR4+, Ig++, IRF4+","IGHG1, IGHM, JCHAIN, SDC1, XBP1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",IGHG1+,IGHG1,HGNC:5525,IGHM+,IGHM,HGNC:5541,JCHAIN+,JCHAIN,HGNC:5713,SDC1+,SDC1,HGNC:10658,XBP1+,XBP1,HGNC:12801,,,,,,,,,,,,,,,,CD20+/-,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,CD38++,CD38,HGNC:1667,CD79a+,CD79a,HGNC:1698,CD138+,SDC1,HGNC:10658,CXCR4+,CXCR4,HGNC:2561,IRF4+,IRF4,HGNC:6119,,,,,,,,,,,,,,,,"O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",No DOI,AS,,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Dendritic Cell,"dendritic cell, human",CL:0001056,,,,,,,,"CD11c+, HLA-DR+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD11c+,ITGAX,HGNC:6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",No DOI,AS,,,,,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Platelet,platelet,CL:0000233,,,,,,,,"CD41+, CD42b+","GP9, PF4 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",GP9+,GP9,HGNC:4444,PF4+,PF4,HGNC:8861,,,,,,,,,,,,,,,,,,,,,,,,,CD41+,ITGA2B,HGNC:6138,CD42b+,GP1BA,HGNC:4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heyns, A.d.P., Badenhorst, P.N., Lötter, M.G., Pieters, H. and Wessels, P. (1985), Kinetics and mobilization from the spleen of indium?111?labeled platelets during platelet apheresis. Transfusion, 25: 215-218.",DOI: 10.1046/j.1537-2995.1985.25385219900.x,AS,"Bagamery, K., Kvell, K., Landau, R. and Graham, J. (2005), Flow cytometric analysis of CD41?labeled platelets isolated by the rapid, one?step OptiPrep method from human blood. Cytometry, 65A: 84-87.",DOI: 10.1002/cyto.a.20133,CT-B,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,NK Cell,natural killer cell,CL:0000623,,,,,,,,"CD16+, CD56+/-, NKp30+, Perforin+","CD160, FCGR3A, NCAM1, NCR1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD160+,CD160,HGNC:17013,FCGR3A+,FCGR3A,HGNC:3619,NCAM1+,NCAM1,HGNC:7656,NCR1+,HGNC:6731,,,,,,,,,,,,,,,,,,,,CD16+,FCGR3A,HGNC:3619,CD56+/-,NCAM1,HGNC:7656,NKp30+,NCR3,HGNC:19077,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferlazzo G, Thomas D, Lin SL, Goodman K, Morandi B, Muller WA, Moretta A, Münz C. The abundant NK cells in human secondary lymphoid tissues require activation to express killer cell Ig-like receptors and become cytolytic. J Immunol. 2004 Feb 1;172(3):1455-62.",DOI: 10.4049/jimmunol.172.3.1455,CT-B,,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Splenic Stromal Cell (non-FRC/non-FDC),,,Added new term,,,,,,,"CD271-, MAdCAM-1+, Smooth Muscle Actin+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD271-,NGFR,HGNC:7809,MAd-CAM-1+,MADCAM1,HGNC:6765,Smooth Muscle Actin+,ACTA2,HGNC:130,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.",DOI: 10.1111/imm.12469,"AS-CT, CT-B",,,,,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Red Pulp Reticular Cell,reticular cell of splenic cord,CL:1000489,,,,,,,,"CD54+, CXCL12+, Desmin+, Integrin a3,a4,a5,b1+, PDGFRa/b+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD54+,ICAM1,HGNC:5344,CXCL12+,CXCL12,HGNC:10672,Desmin+,DES,HGNC:2770,Integrin a3+,ITGA3,HGNC:6139,Integrin a4+,ITGA4,HGNC:6140,Integrin a5+,ITGA5,HGNC:6141,Integrin b1+,ITGAB1,HGNC:6153,PDGFRa+,PDGFRA,HGNC:8803,PDGFRb+,PDGFRB,HGNC:8804,,,,,,,,,,"Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.",DOI: 10.1111/imm.12469,"AS-CT, CT-B","Mueller, S. N., & Germain, R. N. (2009). Stromal cell contributions to the homeostasis and functionality of the immune system. Nature reviews. Immunology, 9(9), 618–629.",DOI: 10.1038/nri2588,"AS-CT, CT-B",,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp-White Pulp Border,,,Added new term,Perifollicular Zone,spleen perifollicular zone,UBERON:0005353,,,,,,,,,Erythrocytes,erythrocyte,CL:0000232,,,,,,,,CD235a+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD235a+,GYPA,HGNC:4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger B, Barth P, Herbst B, Hartnell A, Crocker PR. The species-specific structure of microanatomical compartments in the human spleen: strongly sialoadhesin-positive macrophages occur in the perifollicular zone, but not in the marginal zone. Immunology. 1997 Oct;92(2):307-16.",DOI: 10.1046/j.1365-2567.1997.00328.x,AS-CT,"T. R. L. Klei, J. Dalimot, B. Nota, M. Veldthuis, F. P. J. Mul, T. Rademakers, M. Hoogenboezem, S. Q. Nagelkerke, W. F. J. van IJcken, E. Oole, P. Svendsen, S. K. Moestrup, F. P. J. van Alphen, A. B. Meijer, T. W. Kuijpers, R. van Zwieten, R. van Bruggen; Hemolysis in the spleen drives erythrocyte turnover. Blood 2020; 136 (14): 1579–1589.",DOI: 10.1182/blood.2020005351,CT-B,,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp-White Pulp Border,,,Added new term,Perifollicular Zone,spleen perifollicular zone,UBERON:0005353,,,,,,,,,Monocytes,"CD14-positive, CD16-low monocyte",CL:0001055,,,,,,,,"CD11b+, CD14++, CD16+/-, CD64+","CD14, FCN1, VCAN (General monocyte signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD14+,CD14,HGNC:1628,FCN1+,FCN1,HGNC:3623,VCAN+,VCAN,HGNC:2464,,,,,,,,,,,,,,,,,,,,,,CD11b+,ITGAM,HGNC:6149,CD14++,CD14,HGNC:1628,CD16+/-,FCGR3A,HGNC:3619,CD64+,FCGR1A,HGNC:3613,,,,,,,,,,,,,,,,,,,,,,,,,"Sietse Q. Nagelkerke, Christine W. Bruggeman, Joke M. M. den Haan, Erik P. J. Mul, Timo K. van den Berg, Robin van Bruggen, Taco W. Kuijpers; Red pulp macrophages in the human spleen are a distinct cell population with a unique expression of Fc-? receptors. Blood Adv 2018; 2 (8): 941–953.",DOI: 10.1182/bloodadvances.2017015008,"AS-CT, CT-B","Wolf AA, Yáñez A, Barman PK, Goodridge HS. The Ontogeny of Monocyte Subsets. Front Immunol. 2019 Jul 17;10:1642.",DOI: 10.3389/fimmu.2019.01642,CT-B,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp-White Pulp Border,,,Added new term,Perifollicular Zone,spleen perifollicular zone,UBERON:0005353,,,,,,,,,Neutrophil,neutrophil,CL:0000775,,,,,,,,"CD15+, CD66+, Elastase+, Myeloperoxidase+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD15+,FUT4,HGNC:4015,CD66+,CEACAM8,HGNC:1820,Elastase+,ELANE,HGNC:3309,Myeloperoxidase+,MPO,HGNC:7218,,,,,,,,,,,,,,,,,,,,,,,,,"Puga, I., Cols, M., Barra, C. et al. B cell–helper neutrophils stimulate the diversification and production of immunoglobulin in the marginal zone of the spleen. Nat Immunol 13, 170–180 (2012).",DOI: 10.1038/ni.2194,"AS-CT, CT-B","Magri G, Miyajima M, Bascones S, Mortha A, Puga I, Cassis L, Barra CM, Comerma L, Chudnovskiy A, Gentile M, Llige D, Cols M, Serrano S, Aróstegui JI, Juan M, Yagüe J, Merad M, Fagarasan S, Cerutti A. Innate lymphoid cells integrate stromal and immunological signals to enhance antibody production by splenic marginal zone B cells. Nat Immunol. 2014 Apr;15(4):354-364.",DOI: 10.1038/ni.2830,"AS-CT, CT-B",,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp-White Pulp Border,,,Added new term,Perifollicular Zone,spleen perifollicular zone,UBERON:0005353,,,,,,,,,Splenic perifollicular zone macrophage,,,Added new term,,,,,,,"CD68+, CD163+, CD169+, CD206+/-, DC-SIGN+/-","APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",APOE+,APOE,HGNC:613,CD5L+,CD5L,HGNC:1690,,,,,,,,,,,,,,,,,,,,,,,,,CD68+,CD68,HGNC:1693,CD163+,CD163,HGNC:1631,CD169+,SIGLEC1,HGNC:11127,CD206+/-,MRC1,HGNC:7228,DC-SIGN+/-,CD209,HGNC:1641,,,,,,,,,,,,,,,,,,,,,,"O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",No DOI,AS,"Steiniger B, Barth P, Herbst B, Hartnell A, Crocker PR. The species-specific structure of microanatomical compartments in the human spleen: strongly sialoadhesin-positive macrophages occur in the perifollicular zone, but not in the marginal zone. Immunology. 1997 Oct;92(2):307-16.",DOI: 10.1046/j.1365-2567.1997.00328.x,"AS-CT, CT-B","Pack, M., Trumpfheller, C., Thomas, D., Park, C.G., Granelli?Piperno, A., Münz, C. and Steinman, R.M. (2008), DEC?205/CD205+ dendritic cells are abundant in the white pulp of the human spleen, including the border region between the red and white pulp. Immunology, 123: 438-446.",DOI: 10.1111/j.1365-2567.2007.02710.x,"AS-CT, CT-B","Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp-White Pulp Border,,,Added new term,Perifollicular Zone,spleen perifollicular zone,UBERON:0005353,,Sheathed Capillary,,,Added new term,,,,Stromal Cell,,,,,,,,,,"CD90+, CD105+, CD169+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD90+,THY1,HGNC:11801,CD105+,ENG,HGNC:3349,CD169+,SIGLEC1,HGNC:11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S., Seiler, A., Lampp, K. et al. B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions. Histochem Cell Biol 141, 507–518 (2014).",DOI: 10.1007/s00418-013-1172-z,"AS-CT, CT-B","VAN KRIEKEN, J. and TE VELDE, J. (1986), Immunohistology of the human spleen: an inventory of the localization of lymphocyte subpopulations. Histopathology, 10: 285-294.",DOI: 10.1111/j.1365-2559.1986.tb02482.x,AS,"VAN KRIEKEN, J.H.J.M., TE VELDE, J., KLEIVERDA, K., LEENHEERS?BINNENDIJK, L. and VAN DE VELDE, C.J.H. (1985), The human spleen; a histological study in splenectomy specimens embedded in methylmethacrylate. Histopathology, 9: 571-585.",DOI: 10.1111/j.1365-2559.1985.tb02841.x,AS,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp-White Pulp Border,,,Added new term,Perifollicular Zone,spleen perifollicular zone,UBERON:0005353,,,,,,,,,cDC1 myeloid dendritic cell,myeloid dendritic cell cDC1,CL:0002394,,,,,,,,"CD11c+, CD141++, HLA-DR+","CLEC9A, XCR1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CLEC9A+,CLEC9A,HGNC:26705,XCR1+,XCR1,HGNC:1625,,,,,,,,,,,,,,,,,,,,,,,,,CD11c+,ITGAX,HGNC:6152,CD141++,THBD,HGNC:11784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mittag D, Proietto AI, Loudovaris T, Mannering SI, Vremec D, Shortman K, Wu L, Harrison LC. Human dendritic cell subsets from spleen and blood are similar in phenotype and function but modified by donor health status. J Immunol. 2011 Jun 1;186(11):6207-17.",DOI: 10.4049/jimmunol.1002632,CT-B,"Steiniger B, Barth P, Herbst B, Hartnell A, Crocker PR. The species-specific structure of microanatomical compartments in the human spleen: strongly sialoadhesin-positive macrophages occur in the perifollicular zone, but not in the marginal zone. Immunology. 1997 Oct;92(2):307-16.",DOI: 10.1046/j.1365-2567.1997.00328.x,AS-CT,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
