"Anatomical Structures, Cell Types and Biomarkers Table for Lymph Node v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Names:,Marda Jorgensen; Andrea J. Radtke; Natalie Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCIDs:,0000-0002-7250-3569; 0000-0003-4379-8967; 0000-0001-6870-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewers:,Clive Wasserfall; Elaine Jaffe; Stefania Pittaluga; Robert Seifert; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCIDs:,0000-0002-3522-8932; 0000-0003-4632-0301; 0000-0001-7688-1439; 0000-0002-4404-8116; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publications:,"DOI: 10.1080/01926230600867727; Anatomy, Lymph Nodes. Iulia Bujoreanu and Vikas Gupta. 2021. https://www.ncbi.nlm.nih.gov/books/NBK557717; Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. ISBN 978-1933477-38-1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM437.JQVC.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTES,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTES,AS/5,AS/5/LABEL,AS/5/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,"All Protein Biomarkers from Antibody Based Assays IHC, FACS",Transcriptomics/With References ,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,BGene/11,BGene/11/LABEL,BGene/11/ID,BGene/12,BGene/12/LABEL,BGene/12/ID,BGene/13,BGene/13/LABEL,BGene/13/ID,BGene/14,BGene/14/LABEL,BGene/14/ID,BGene/15,BGene/15/LABEL,BGene/15/ID,BGene/16,BGene/16/LABEL,BGene/16/ID,BGene/17,BGene/17/LABEL,BGene/17/ID,BGene/18,BGene/18/LABEL,BGene/18/ID,BGene/19,BGene/19/LABEL,BGene/19/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,BProtein/11,BProtein/11/LABEL,BProtein/11/ID,BProtein/12,BProtein/12/LABEL,BProtein/12/ID,BProtein/13,BProtein/13/LABEL,BProtein/13/ID,BProtein/14,BProtein/14/LABEL,BProtein/14/ID,BProtein/15,BProtein/15/LABEL,BProtein/15/ID,BProtein/16,BProtein/16/LABEL,BProtein/16/ID,FTU,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Light Zone,lymph node germinal center light zone,UBERON:8410052,Centrocyte,centrocyte,CL:0009111,Addied to CL,"BCL2-, BCL6+, CD10+, CD20+, CD21+, CD27+, CD38+, CXCR5+, IgD-, Ki67+","BCL6, CD19, CD83, Mki67, MS4A1 Victora et al., 2012; Milpeid et al., 2018 James et al., 2020",BCL6,BCL6,HGNC:1001,CD19,CD19,HGNC:1633,CD83,CD83,HGNC:1703,Mki67,MKI67,HGNC:7107,MS4A1,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCL2-,BCL2,HGNC:990,BCL6+,BCL6,HGNC:1001,CD10+,MME,HGNC:7154,CD20+,MS4A1,HGNC:7315,CD21+,CR2,HGNC:2336,CD27+,CD27,HGNC:11922,CD38+,CD38,HGNC:1667,CXCR5+,CXCR5,HGNC:1060,IgD-,IGHD,HGNC:5480,Ki67+,MKI67,HGNC:7107,,,,,,,,,,,,,,,,,,,1,"Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. 1086 pages.ISBN 978-1933477-38-1.",No DOI,AS-CT,"Victora GD, Dominguez-Sola D, Holmes AB, Deroubaix S, Dalla-Favera R, Nussenzweig MC. Identification of human germinal center light and dark zone cells and their relationship to human B-cell lymphomas. Blood. 2012 Sep 13;12011:2240-8. doi: 10.1182/blood-2012-03-415380. Epub 2012 Jun 26. Erratum in: Blood. 2015 Sep 3;12610:1262. PMID: 22740445; PMCID: PMC3447782.",DOI: 10.1182/blood-2012-03-415380,"AS-CT, CT-B","Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Light Zone,lymph node germinal center light zone,UBERON:8410052,T Follicular Helper Cell,T follicular helper cell,CL:0002038,,"CD3+, CD4+, CD40L+, CD57+, CD69+, CXCR5+, ICOS+, PD-1+","CD3, CD4, CXCR5, MAF, PDCD1 Locci et al., Immunity 2013",CD3D,CD3D,HGNC:1673,CD4,CD4,HGNC:1678,CXCR5,CXCR5,HGNC:1060,MAF,MAF,HGNC:6776,PDCD1,PDCD1,HGNC:8760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3G,HGNC:1675,CD4+,CD4,HGNC:1678,CD40L+,CD40LG,HGNC:11935,CD57+,B3GAT1,HGNC:921,CD69+,CD69,HGNC:1694,CXCR5+,CXCR5,HGNC:1060,ICOS+,ICOS,HGNC:5351,PD-1+,PDCD1,HGNC:8760,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Locci M, Havenar-Daughton C, Landais E, Wu J, Kroenke MA, Arlehamn CL, Su LF, Cubas R, Davis MM, Sette A, Haddad EK; International AIDS Vaccine Initiative Protocol C Principal Investigators, Poignard P, Crotty S. Human circulating PD-1+CXCR3-CXCR5+ memory Tfh cells are highly functional and correlate with broadly neutralizing HIV antibody responses. Immunity. 2013 Oct 17;394:758-69. doi: 10.1016/j.immuni.2013.08.031. Epub 2013 Sep 12. PMID: 24035365; PMCID: PMC3996844.",DOI: 10.1016/j.immuni.2013.08.031,B,"Dorfman DM, Brown JA, Shahsafaei A, Freeman GJ. Programmed death-1 PD-1 is a marker of germinal center-associated T cells and angioimmunoblastic T-cell lymphoma. Am J Surg Pathol. 2006 Jul;307:802-10. doi: 10.1097/01.pas.0000209855.28282.ce. PMID: 16819321; PMCID: PMC3137919.",DOI: 10.1097/01.pas.0000209855.28282.ce,"AS-CT,CT,B"
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Light Zone,lymph node germinal center light zone,UBERON:8410052,T Follicular Regulatory Cell,T follicular regulatory cell,CL:0009113,Addied to CL,"CD3+, CD4+, CD25+, FOXP3+","CD3, CD4, CXCR5, FOXP3, IL2RA Szabo et al., Nat Commun 2019 & Zemmour et al., Nat Immunol 2018",CD3D,CD3D,HGNC:1673,CD4,CD4,HGNC:1678,CXCR5,CXCR5,HGNC:1060,FOXP3,FOXP3,HGNC:6106,IL2RA,IL2RA,HGNC:6008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3G,HGNC:1675,CD4+,CD4,HGNC:1678,CD25+,IL2RA,HGNC:6008,FOXP3+,FOXP3,HGNC:6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Lim HW, Hillsamer P, Kim CH. Regulatory T cells can migrate to follicles upon T cell activation and suppress GC-Th cells and GC-Th cell-driven B cell responses. J Clin Invest. 2004 Dec;11411:1640-9. doi: 10.1172/JCI22325. Erratum in: J Clin Invest. 2005 Jan;1151:195. PMID: 15578096; PMCID: PMC529283.",DOI: 10.1172/JCI200422325,AS-CT,"Sayin I, Radtke AJ, Vella LA, Jin W, Wherry EJ, Buggert M, Betts MR, Herati RS, Germain RN, Canaday DH. Spatial distribution and function of T follicular regulatory cells in human lymph nodes. J Exp Med. 2018 Jun 4;2156:1531-1542. doi: 10.1084/jem.20171940. Epub 2018 May 16. PMID: 29769249; PMCID: PMC5987920.",DOI: 10.1084/jem.20171940,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Light Zone,lymph node germinal center light zone,UBERON:8410052,Tingible Body Macrophage,lymph node tingible body macrophage,CL:0000888,,"CD11b+, CD68+, CD169+, SPARC+","CD4, CD14, HLA-DRA, ITGAX General macrophage signature from James et al., 2020; Predicted: CD68, SIGLEC1, SPARC",CD4,CD4,HGNC:1678,CD14,CD14,HGNC:1628,HLA-DRA,HLA-DRA,HGNC:4947,ITGAX,ITGAX,HGNC:6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD11b+,ITGAM,HGNC:6149,CD68+,CD68,HGNC:1693,CD169+,SIGLEC1,HGNC:11127,SPARC+,SPARC,HGNC:11219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Komohara Y, Ohnishi K, Takeya M. Possible functions of CD169-positive sinus macrophages in lymph nodes in anti-tumor immune responses. Cancer Sci. 2017 Mar;1083:290-295. doi: 10.1111/cas.13137. Epub 2017 Mar 7. PMID: 28002629; PMCID: PMC5378284.",DOI: 10.1111/cas.13137,"AS,CT,B",,,,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Light Zone,lymph node germinal center light zone,UBERON:8410052,Plasmablast,plasmablast,CL:0000980,,"CD20-, CD27+, CD38++, CD79a+, CD138+, CXCR4+, IRF4+","CD38, IRF4, PRDM1, SDC1, James et al., 2020",CD38,CD38,HGNC:1667,IRF4,IRF4,HGNC:6119,PRDM1,PRDM1,HGNC:9346,SDC1,SDC1,HGNC:10658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD20-,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,CD38++,CD38,HGNC:1667,CD79a+,CD79A,HGNC:1698,CD138+,SDC1,HGNC:10658,CXCR4+,CXCR4,HGNC:2561,IRF4+,IRF4,HGNC:6119,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Dark Zone,ymph node germinal center dark zone,UBERON:8410053,Centroblast,centroblast,CL:0009112,Addied to CL,"BCL2-, BCL6++, CD10+, CD19+, CD20+, CD27+, CD38+, CXCR4+, HLA-DR+, IgD-, Ki67++, LMO2+","AICDA, BCL6, CD19, CD27, CXCR4, Mki67, MS4A1 Victora et al., 2012; Milpeid et al., 2018 James et al., 2020",AICDA,AICDA,HGNC:13203,BCL6,BCL6,HGNC:1001,CD19,CD19,HGNC:1633,CD27,CD27,HGNC:11922,CXCR4,CXCR4,HGNC:2561,Mki67,MKI67,HGNC:7107,MS4A1,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCL2-,BCL2,HGNC:990,BCL6++,BCL6,HGNC:1001,CD10+,MME,HGNC:7154,CD19+,CD19,HGNC:1633,CD20+,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,CD38+,CD38,HGNC:1667,CXCR4+,CXCR4,HGNC:2561,HLA-DR+,CD74,HGNC:1697,IgD-,IGHD,HGNC:5480,Ki67++,MKI67,HGNC:7107,LMO2+,LMO2,HGNC:6642,,,,,,,,,,,,,1,"Hsu SM, Jaffe ES. Phenotypic expression of B-lymphocytes. 2. Immunoglobulin expression of germinal center cells. Am J Pathol. 1984 Mar;1143:396-402. PMID: 6364822; PMCID: PMC1900414.",NO DOI,"AS,-CT, CT,B","Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. 1086 pages.ISBN 978-1933477-38-1.",No DOI,AS-CT,"Victora GD, Dominguez-Sola D, Holmes AB, Deroubaix S, Dalla-Favera R, Nussenzweig MC. Identification of human germinal center light and dark zone cells and their relationship to human B-cell lymphomas. Blood. 2012 Sep 13;12011:2240-8. doi: 10.1182/blood-2012-03-415380. Epub 2012 Jun 26. Erratum in: Blood. 2015 Sep 3;12610:1262. PMID: 22740445; PMCID: PMC3447782.",DOI: 10.1182/blood-2012-03-415380,"AS-CT, CT-B"
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Dark Zone,ymph node germinal center dark zone,UBERON:8410053,B Cell Zone Reticular Cell,B cell zone reticular cell,CL:0009104 ,Addied to CL,"CD31-, CXCL12+, Desmin+, Podoplanin+, Smooth Muscle Actin+, Vimentin+","CXCL12,TNFSF11 Predicted from mouse-Rodda et al., 2018; Pikor et al., 2020",CXCL12,CXCL12,HGNC:10672,TNFSF11,TNFSF11,HGNC:11926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD31-,PECAM1,HGNC:8823,CXCL12+,CXCL12,HGNC:10672,Desmin+,DES,HGNC:2770,Podoplanin+,PDPN,HGNC:29602,Smooth Muscle Actin+,ACTA2,HGNC:130,Vimentin+,VIM,HGNC:12692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. 1086 pages.ISBN 978-1933477-38-1.",No DOI,AS-CT,"Willard-Mack CL. Normal structure, function, and histology of lymph nodes. Toxicol Pathol. 2006;345:409-24. doi: 10.1080/01926230600867727. PMID: 17067937.",DOI: 10.1080/01926230600867727,"AS, CT",,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Mantle Zone,lymph node germinal center mantle zone,UBERON:0010420,Naive B Cell,naive B cell,CL:0000788,,"BCL2+, CD1c+, CD10-, CD20+, CD21+, CD23+,CD38+, CD45RA+, HLA-DR+, IgD+, IgM+","CD19, MS4A1, IGHD, FCER2, HLA-DRA, SELL James et al., 2020",CD19,CD19,HGNC:1633,MS4A1,MS4A1,HGNC:7315,IGHD,IGHD,HGNC:5480,FCER2,FCER2,HGNC:3612,HLA-DRA,HLA-DRA,HGNC:4947,SELL,SELL,HGNC:10720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCL2+,BCL2,HGNC:990,CD1c+,CD1C,HGNC:1636,CD10-,MME,HGNC:7154,CD20+,MS4A1,HGNC:7315,CD21+,CR2,HGNC:2336,CD23+,FCER2,HGNC:3612,CD38+,CD38,HGNC:1667,CD45RA+,PTPRC,HGNC:9666,HLA-DR+,CD74,HGNC:1697,IgD+,IGHD,HGNC:5480,IgM+,FCAMR,HGNC:24692,,,,,,,,,,,,,,,,1,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Mantle Zone,lymph node germinal center mantle zone,UBERON:0010420,Memory B Cell,memory B cell,CL:0000787,,"CD19+, CD20+, CD45RO+, CD79a+, HLA-DR+","CD19, MS4A1, HLA-DRA James et al., 2020",CD19,CD19,HGNC:1633,MS4A1,MS4A1,HGNC:7315,HLA-DRA,HLA-DRA,HGNC:4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD19+,CD19,HGNC:1633,CD20+,MS4A1,HGNC:7315,CD45RO+,PTPRC,HGNC:9666,CD79a+,CD79A,HGNC:1698,HLA-DR+,CD74,HGNC:1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Hsu SM, Jaffe ES. Phenotypic expression of B-lymphocytes. 2. Immunoglobulin expression of germinal center cells. Am J Pathol. 1984 Mar;1143:396-402. PMID: 6364822; PMCID: PMC1900414.",NO DOI,"AS,-CT, CT,B","Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Interfollicular Cortex,lymph node interfollicular cortex,UBERON:8410067,,,,,,,,,Naive CD4+ T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,,"CCR7+, CD3+, CD4+, CD8-, CD28+, CD45RA+","CD3D, CCR7, SELL Szabo et al., Nat Commun 2019; James et al., 2020",CD3D,CD3D,HGNC:1673,CCR7,CCR7,HGNC:1608,SELL,SELL,HGNC:10720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCR7+,CCR7,HGNC:1608,CD3+,CD3G,HGNC:1675,CD4+,CD4,HGNC:1678,CD8-,CD8A,HGNC:1706,CD28+,CD28,HGNC:1653,CD45RA+,PTPRC,HGNC:9666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunicki MA, Amaya Hernandez LC, Davis KL, Bacchetta R, Roncarolo MG. Identity and Diversity of Human Peripheral Th and T Regulatory Cells Defined by Single-Cell Mass Cytometry. J Immunol. 2018 Jan 1;2001:336-346. doi: 10.4049/jimmunol.1701025. Epub 2017 Nov 27. PMID: 29180490.",DOI: 10.4049/jimmunol.1701025,CT,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Interfollicular Cortex,lymph node interfollicular cortex,UBERON:8410067,,,,,,,,,Memory CD4+ T cell,"CD4-positive, alpha-beta memory T cell",CL:0000897,,"CD3+, CD4+, CD8-, CD45RA-","CD3D, CXCR6, ITGA1 Szabo et al., Nat Commun 2019; James et al., 2020",CD3D,CD3D,HGNC:1673,CXCR6,CXCR6,HGNC:16647,ITGA1,ITGA1,HGNC:6134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3G,HGNC:1675,CD4+,CD4,HGNC:1678,CD8-,CD8A,HGNC:1706,CD45RA-,PTPRC,HGNC:9666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunicki MA, Amaya Hernandez LC, Davis KL, Bacchetta R, Roncarolo MG. Identity and Diversity of Human Peripheral Th and T Regulatory Cells Defined by Single-Cell Mass Cytometry. J Immunol. 2018 Jan 1;2001:336-346. doi: 10.4049/jimmunol.1701025. Epub 2017 Nov 27. PMID: 29180490.",DOI: 10.4049/jimmunol.1701025,CT,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Interfollicular Cortex,lymph node interfollicular cortex,UBERON:8410067,,,,,,,,,Th1 cell,T-helper 1 cell,CL:0000545,,"CD3+, CD4+, CD8-, CCR4-, CCR6-, CXCR3+, T-bet+","CD3D, IL7R, ID2 James et al., 2020",CD3D,CD3D,HGNC:1673,IL7R,IL7R,HGNC:6024,ID2,ID2,HGNC:5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3G,HGNC:1675,CD4+,CD4,HGNC:1678,CD8-,CD8A,HGNC:1706,CCR4-,CCR4,HGNC:1605,CCR6-,CCR6,HGNC:1607,CXCR3+,CXCR3,HGNC:4540,T-bet+,TBX21,HGNC:11599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunicki MA, Amaya Hernandez LC, Davis KL, Bacchetta R, Roncarolo MG. Identity and Diversity of Human Peripheral Th and T Regulatory Cells Defined by Single-Cell Mass Cytometry. J Immunol. 2018 Jan 1;2001:336-346. doi: 10.4049/jimmunol.1701025. Epub 2017 Nov 27. PMID: 29180490.",DOI: 10.4049/jimmunol.1701025,CT,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Interfollicular Cortex,lymph node interfollicular cortex,UBERON:8410067,,,,,,,,,Th2 cell,T-helper 2 cell,CL:0000546,,"CD3+, CD4+, CD8-, CCR4+, CRTH2+, CXCR3-, GATA-3+","CD3D, IL7R, ID2 James et al., 2020",CD3D,CD3D,HGNC:1673,IL7R,IL7R,HGNC:6024,ID2,ID2,HGNC:5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD3+,CD3G,HGNC:1675,CD4+,CD4,HGNC:1678,CD8-,CD8A,HGNC:1706,CCR4+,CCR4,HGNC:1605,CRTH2+,PTGDR2,HGNC:4502,CXCR3-,CXCR3,HGNC:4540,GATA-3+,GATA3,HGNC:4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunicki MA, Amaya Hernandez LC, Davis KL, Bacchetta R, Roncarolo MG. Identity and Diversity of Human Peripheral Th and T Regulatory Cells Defined by Single-Cell Mass Cytometry. J Immunol. 2018 Jan 1;2001:336-346. doi: 10.4049/jimmunol.1701025. Epub 2017 Nov 27. PMID: 29180490.",DOI: 10.4049/jimmunol.1701025,CT,"Benign and Reactive Conditions of the Lymph Node and Spleen. Dennis P. O’Malley, Tracy I. George, Attilio Orazi, and Susan L. Abbondanzo. AFIP Atlas of Nontumor Pathology. ISBN: 978-1-933477-06-0",No DOI,AS-CT,,,
