"Anatomical Structures, Cell Types and Biomarkers Table for Brain v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeremy A. Miller; Raymond Sanchez; Richard Scheuermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-4549-588X; 0000-0001-9141-090X; 0000-0003-1355-892X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ed Lein; David Osumi-Sutherland; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-9012-6552; 0000-0002-7073-9172; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1002/cne.24080, DOI: 10.1038/s41586-021-03465-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM527.JQCW.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1 VIP KLHDC8B,Inh L1 VIP KLHDC8B primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015027,,"ITGBL1, SLITRK4",ITGBL1,integrin subunit beta like 1,HGNC:6164,SLITRK4,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 VIP IGDCC3,Inh L3-5 VIP IGDCC3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015028,,"EREG, NOX4",EREG,epiregulin,HGNC:3443,NOX4,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-5 VIP SMOC1,Inh L1-5 VIP SMOC1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015029,,"ANGPT1, SMOC1, VIP",ANGPT1,angiopoietin 1,HGNC:484,SMOC1,,,VIP,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 VIP HS3ST3A1,Inh L3-5 VIP HS3ST3A1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015030,,"ABI3BP, IQGAP2, SLC22A3",ABI3BP,ABI family member 3 binding protein,HGNC:17265,IQGAP2,,,SLC22A3,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 VIP COL4A3,Inh L5-6 VIP COL4A3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015031,,"ABI3BP, KCTD12, PARD3B",ABI3BP,ABI family member 3 binding protein,HGNC:17265,KCTD12,,,PARD3B,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-5 VIP CD27-AS1,Inh L1-5 VIP CD27-AS1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015032,,"ANKFN1, EGFEM1P, IQGAP2",ANKFN1,ankyrin repeat and fibronectin type III domain containing 1,HGNC:26766,EGFEM1P,,,IQGAP2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-5 VIP BSPRY,Inh L2-5 VIP BSPRY primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015033,,"LOC101927078, PDE3A, ST18",LOC101927078,,,PDE3A,,,ST18,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-5 VIP SOX11,Inh L2-5 VIP SOX11 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015034,,"ADAMTSL1, HTR2C, THSD7B",ADAMTSL1,ADAMTS like 1,HGNC:14632,HTR2C,,,THSD7B,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-6 VIP ZIM2-AS1,Inh L3-6 VIP ZIM2-AS1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015035,,"CXCL14, PENK",CXCL14,,,PENK,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-5 VIP PHLDB3,Inh L1-5 VIP PHLDB3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015036,,"EGF, THSD7B",EGF,,,THSD7B,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-5 VIP LINC01013,Inh L1-5 VIP LINC01013 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015037,,"DACH2, SRGAP1, THSD7B",DACH2,,,SRGAP1,,,THSD7B,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-6 VIP UG0898H09,Inh L3-6 VIP UG0898H09 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015038,,"GALNT10, LINC01411, LOC105373454",GALNT10,,,LINC01411,,,LOC105373454,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 VIP TAC3,Inh L3-5 VIP TAC3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015039,,"COL19A1, SOX2_OT, TSHZ2",COL19A1,,,SOX2_OT,,,TSHZ2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-6 SST NPY (Sset Chodl),Inh L1-6 SST NPY primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015040,,NPY,NPY,,,,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 SST CDH3,Inh L3-5 SST CDH3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015041,,"FREM1, NPNT, QRFPR",FREM1,,,NPNT,,,QRFPR,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5 SST RPL35AP11,Inh L5 SST RPL35AP11 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015042,,"EDNRA, FREM1, TRHDE",EDNRA,,,FREM1,,,TRHDE,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST ISX,Inh L5-6 SST ISX primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015043,,"COL19A1, TRPM3",COL19A1,,,TRPM3,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB SST CRHR2,Inh L5-6 PVALB SST CRHR2 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015044,,"HPGD, RGS5, SPON1",HPGD,,,RGS5,,,SPON1,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 SST OR5AH1P,Inh L3-5 SST OR5AH1P primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015045,,"ADAMTS5, FBXL7, SST",ADAMTS5,,,FBXL7,,,SST,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 SST GGTLC3,Inh L3-5 SST GGTLC3 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015046,,"EYS, RELN",EYS,,,RELN,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-3 SST NMU,Inh L2-3 SST NMU primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015047,,"HPSE2, NOS1, PIEZO2",HPSE2,,,NOS1,,,PIEZO2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST PAWR,Inh L5-6 SST PAWR primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015048,,"EPB41L4A, NDST4, TRHDE",EPB41L4A,,,NDST4,,,TRHDE,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST PIK3CD,Inh L5-6 SST PIK3CD primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015049,,"KLHL14, LOC100996671",KLHL14,,,LOC100996671,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 SST CCNJL,Inh L1-2 SST CCNJL primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015050,,"CALB1, SPHKAP, TMEM132C",CALB1,,,SPHKAP,,,TMEM132C,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-3 SST FAM20A,Inh L1-3 SST FAM20A primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015051,,"PCSK5, TAC1",PCSK5,,,TAC1,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 SST PRRT4,Inh L1-2 SST PRRT4 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015052,,"LOC101927843, LOC101929028",LOC101927843,,,LOC101929028,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST BEAN1,Inh L5-6 SST BEAN1 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015053,,"ADAMTSL1, SEMA5A, THSD7B, TRHDE",ADAMTSL1,,,SEMA5A,,,THSD7B,,,TRHDE,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST DNAJC14,Inh L5-6 SST DNAJC14 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015054,,"HGF, ITGA1, STON2",HGF,,,ITGA1,,,STON2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST C4orf26,Inh L5-6 SST C4orf26 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015055,,"ADAMTS20, PENK, SPON1",ADAMTS20,,,PENK,,,SPON1,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST FBN2,Inh L5-6 SST FBN2 primary motor cortex GABAergic interneuron (Homo sapiens),PCL:0015056,,"HCRTR2, KLHL1",HCRTR2,,,KLHL1,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
