"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test maximum bins calculation for different genomes.","0","test__calculate_max_bins[organism_genome_pair0]","tests.unit.processing","Tue Sep 23 22:27:22 UTC 2025","passed","Tue Sep 23 22:27:22 UTC 2025","TestATACDataProcessor","test_atac_processing_utils","",""
"","7","test_from_uri","tests.unit.backend.layers.utils","Tue Sep 23 22:26:19 UTC 2025","passed","Tue Sep 23 22:26:19 UTC 2025","TestRegisteredSources","test_uri","",""
"
        A published collection version can be obtained using `get_collection_version`
        ","10","test_get_collection_version_for_published_collection_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestGetCollectionVersion","test_business","",""
"cannot reupload a public published dataset","9","test__reupload_public_dataset__403","tests.unit.backend.layers.api","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestCollectionPutUploadLink","test_portal_api","",""
"","0","test_type_inference[parameters58]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","0","test_type_inference[parameters25]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","85","test_get_datasets_by_schema_200","tests.unit.backend.layers.api","Tue Sep 23 22:26:06 UTC 2025","passed","Tue Sep 23 22:26:06 UTC 2025","TestGetDatasets","test_curation_api","",""
"
        Given a canonical collection with a published version and an unpublished version with is_auto_version == True,
        creating another unpublished collection version where is_auto_verison is False will fail.
        ","14","test_create_collection_version_multiple_auto_versions_fails","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"
        `publish_collection_version` should fail if called on a collection version that is already published.
        ","9","test_publish_version_fails_on_published_collection","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"
        A collection version can be created using `create_collection_version`
        ","13","test_create_collection_version_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"","1","test_dataset_migrate_revision","tests.unit.processing.schema_migration","Tue Sep 23 22:27:22 UTC 2025","passed","Tue Sep 23 22:27:22 UTC 2025","TestDatasetMigrate","test_dataset_migrate","",""
"","4","test__generate_s3_credentials__No_Auth","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestS3Credentials","test_curation_api","",""
"Test that delete_files works with valid keys","2","test_delete_files_with_keys","tests.unit.backend.layers.thirdparty","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","TestS3Provider","test_s3_provider","",""
"","0","test_type_inference[parameters95]","tests.unit.processing","Tue Sep 23 22:27:42 UTC 2025","passed","Tue Sep 23 22:27:42 UTC 2025","","test_type_conversion_utils","",""
"
    Test upload assets to S3 when the upload fails
    ","2","test__upload_assets_failure","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_spatial_assets_utils","",""
"
        When publishing a revision - and there is a change in DOI - collection and artifacts should be updated.
        ","19","test_publish_revision_changed_doi_collection_updated_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"
        Publish a revision with new datasets.
        ","13","test__publish_revision_with_new_dataset__OK","tests.unit.backend.layers.api","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestPublishRevision","test_portal_api","",""
"","160","test__to_cxg__simple_anndata_no_corpora_and_sparse","tests.unit.processing","Tue Sep 23 22:27:32 UTC 2025","passed","Tue Sep 23 22:27:32 UTC 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"","15","test__get_collection_versions_not_published_canonical__404","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestGetCollectionVersions","test_curation_api","",""
"","6","test_delete_collection_version__already_deleted__403","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestCollectionDeletion","test_portal_api","",""
"","0","test_type_inference[parameters6]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","14","test_update_metadata","tests.unit.processing","Tue Sep 23 22:27:28 UTC 2025","passed","Tue Sep 23 22:27:29 UTC 2025","TestUpdateMetadataHandler","test_dataset_metadata_update","",""
"","10","test__update_collection__doi_does_not_exist__BAD_REQUEST","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestPatchCollectionID","test_curation_api","",""
"","5","test_update_metadata__new_dataset_version_bad_processing_status","tests.unit.processing","Tue Sep 23 22:27:29 UTC 2025","passed","Tue Sep 23 22:27:29 UTC 2025","TestUpdateMetadataHandler","test_dataset_metadata_update","",""
"","3","test_get_private_datasets_400","tests.unit.backend.layers.api","Tue Sep 23 22:26:06 UTC 2025","passed","Tue Sep 23 22:26:06 UTC 2025","TestGetDatasets","test_curation_api","",""
"","14","test_get_wmg_snapshot_fullpath[None]","tests.unit.backend.wmg.data","Tue Sep 23 22:26:41 UTC 2025","passed","Tue Sep 23 22:26:41 UTC 2025","","test_snapshot","",""
"","2","test__provider_calls_crossref_if_api_key_defined","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestCrossrefProvider","test_crossref_provider","",""
"","1","test_sanitize_api_query_dict[input_query4-expected_sanitized_query4]","tests.unit.backend.wmg.api.common","Tue Sep 23 22:26:13 UTC 2025","passed","Tue Sep 23 22:26:13 UTC 2025","","test_wmg_api_helpers","",""
"","3","test_process_atac_ValidationAtacFailed","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","ProcessingTest","test_processing","",""
"","0","test_from_file","tests.unit.backend.layers.utils","Tue Sep 23 22:26:19 UTC 2025","passed","Tue Sep 23 22:26:19 UTC 2025","TestSecretConfig","test_secret_config","",""
"
        Updating a collection version with a DOI change IF there is a dataset in non-finalized status should fail
        ","20","test_update_published_collection_fail__dataset_status_pending","tests.unit.backend.layers.business","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestUpdateCollection","test_business","",""
"","0","test_type_inference[parameters48]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"Positive test case for run method.","2","test_run_pos","tests.unit.processing.schema_migration","Tue Sep 23 22:27:22 UTC 2025","passed","Tue Sep 23 22:27:22 UTC 2025","TestPublishRevisions","test_publish_revisions","",""
"","11","test__convert_ndarray_to_cxg_dense_array__writes_successfully","tests.unit.processing","Tue Sep 23 22:27:28 UTC 2025","passed","Tue Sep 23 22:27:28 UTC 2025","TestCxgGenerationUtils","test_cxg_generation_utils","",""
"
        When publishing a private collection - and there is no change in DOI - publisher metadata should not
        be updated if the deposited date is before the created at date of the corresponding collection.
        ","8","test_publish_private_collection_same_doi_publisher_metadata_not_updated_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"","11","test_when_item_is_not_in_config_not_in_env_we_raise","tests.unit.backend.layers.utils","Tue Sep 23 22:26:19 UTC 2025","passed","Tue Sep 23 22:26:19 UTC 2025","TestSecretConfig","test_secret_config","",""
"","1","test__get_schema_type_hint_from_dtype","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","TestTypeConversionUtils","test_type_conversion_utils","",""
"
        Asserts a CrossrefFetchException if the GET request fails for any reason
        ","3","test__provider_throws_exception_if_request_fails_with_404","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestCrossrefProvider","test_crossref_provider","",""
"Test _get_fragment_file_path with local file path.","0","test__get_fragment_file_path_local_file","tests.unit.processing","Tue Sep 23 22:27:28 UTC 2025","passed","Tue Sep 23 22:27:28 UTC 2025","TestATACDataProcessor","test_atac_processing_utils","",""
"","0","test_type_inference[parameters105]","tests.unit.processing","Tue Sep 23 22:27:42 UTC 2025","passed","Tue Sep 23 22:27:42 UTC 2025","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters5]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","4","test__post_token__404","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","TestAuthToken","test_curation_api","",""
"
        Artifacts belonging to a dataset can be obtained with `get_dataset_artifacts`
        ","7","test_get_dataset_artifacts_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestGetDataset","test_business","",""
"
    Test the cropping method to ensure the image is cropped to a square
    ","1","test__crop_to_aspect_ratio[100-55]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_spatial_assets_utils","",""
"
        A dataset artifact can be added using `add_dataset_artifact`
        ","3","test_add_dataset_artifact_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestUpdateDataset","test_business","",""
"","1","test_type_inference[parameters24]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"
        The `my-collections/index` endpoint should return all public collections and the private
        collections the user has WRITE access to. Curators can see all public collectoins and private collections where
        they are the owner. Super Curators can see all public and private collections.
        ","24","test__get_all_user_collections_for_index","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","TestCollection","test_portal_api","",""
"","0","test_sanitize_api_query_dict[input_query1-expected_sanitized_query1]","tests.unit.backend.wmg.api.common","Tue Sep 23 22:26:13 UTC 2025","passed","Tue Sep 23 22:26:13 UTC 2025","","test_wmg_api_helpers","",""
"","12","test__delete_private_collection_by_collection_version_id","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestDeleteCollection","test_curation_api","",""
"Test that the create_atac_artifact method creates an artifact for the fragment index.","1","test_fragment_index","tests.unit.processing","Tue Sep 23 22:27:34 UTC 2025","passed","Tue Sep 23 22:27:34 UTC 2025","TestCreateAtacArtifact","test_process_validate_atac","",""
"
        Trying to publish a dataset belonging to a different collection raises a 404
        ","6","test__dataset_not_in_collection__404","tests.unit.backend.layers.api","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestCollectionPutUploadLink","test_portal_api","",""
"
        Test Dataset deletes when tombstoning a public Collection with published and updated Datasets in an outstanding
        Revision
        ","17","test__delete_datasets_from_public_access_bucket","tests.unit.backend.layers.business","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","TestCollectionUtilities","test_business","",""
"","0","test_type_inference[parameters28]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","6","test__get_status__200_for_non_owned_dataset_as_super_curator","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestDatasetCurators","test_portal_api","",""
"","10","test_create_empty_dataset_version_for_current_dataset","tests.unit.backend.layers.business","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestUpdateCollectionDatasets","test_business","",""
"","1","test_type_inference[parameters41]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"Integration test for process_fragment_file.","523","test__process_fragment_file_integration[cell_type_mapping2-organism_genome_pair1]","tests.unit.processing","Tue Sep 23 22:27:27 UTC 2025","passed","Tue Sep 23 22:27:27 UTC 2025","TestATACDataProcessor","test_atac_processing_utils","",""
"","0","test__link__INVALID[other-.com]","tests.unit.backend.layers.common","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","","test_validation","",""
"
        Successfully calls NCBIProvider fetch and search functions with a parameter of only gene ID
        ","3","test_gene_info_with_id","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","GeneInfoAPIv1Tests","test_gene_info","",""
"","6","test__update_collection_partial_data__OK","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestPatchCollectionID","test_curation_api","",""
"Test copy_cxg_files_to_cxg_bucket with clear_existing=False","3","test_copy_cxg_files_to_cxg_bucket_clear_existing_false","tests.unit.processing","Tue Sep 23 22:27:37 UTC 2025","passed","Tue Sep 23 22:27:37 UTC 2025","ProcessingTest","test_processing","",""
"","0","test_session_refresh","tests.unit.backend.layers.common","Tue Sep 23 22:26:12 UTC 2025","skipped","Tue Sep 23 22:26:12 UTC 2025","TestSession","test_auth0_manager","",""
"","2584","test_dataset_metadata","tests.unit.wmg_processing","Tue Sep 23 22:26:52 UTC 2025","passed","Tue Sep 23 22:26:55 UTC 2025","DatasetMetadataTests","test_dataset_metadata","",""
"
        Start a revision of a collection.
        ","36","test__start_revision_of_a_collection__201","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestRevision","test_portal_api","",""
"
        A tombstoned Collection can be resurrected
        ","10","test_resurrect_collection_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","TestCollectionOperations","test_business","",""
"","8","test__can_publish_owned_collection","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestPublishRevision","test_portal_api","",""
"","19","test__get_title_and_citation_from_doi","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestCrossrefProvider","test_crossref_provider","",""
"
        The dataset validation message can be updated using `update_dataset_status`
        ","4","test_update_dataset_status_validation_message_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestUpdateDataset","test_business","",""
"","0","test_anndata_validation_success[{""anndata"": ""https://example.com/dataset.h5ad"", ""atac_fragments"": ""s3://bucket/fragments.tsv.gz"", ""flags"": {""deduplicate_fragments"": true}}]","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","","test_manifest","",""
"Test that the create_atac_artifact method raises an exception when the artifact cannot be created.","0","test_exception","tests.unit.processing","Tue Sep 23 22:27:34 UTC 2025","passed","Tue Sep 23 22:27:34 UTC 2025","TestCreateAtacArtifact","test_process_validate_atac","",""
"","5","test__create_deep_zoom_assets","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_spatial_assets_utils","",""
"
        A Dataset that has been published cannot be deleted via the API
        ","37","test__delete_published_dataset__405","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestDeleteDataset","test_curation_api","",""
"
        GET collection should work when the collection has datasets with no metadata.
        This happens when the dataset did not complete ingestion yet.
        ","7","test_get_collection_with_dataset_no_metadata","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestGetCollectionID","test_curation_api","",""
"","1","test_type_inference[parameters53]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","3","test__set_collection_version_datasets_order_unauthenticated__401","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestUpdateCollection","test_portal_api","",""
"","56","test_get_dataset_id_version_4xx","tests.unit.backend.layers.api","Tue Sep 23 22:26:06 UTC 2025","passed","Tue Sep 23 22:26:06 UTC 2025","TestGetDatasetIdVersions","test_curation_api","",""
"","1","test_feature_flag","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestFeatureFlag","test_feature_flag","",""
"","1","test_type_inference[parameters93]","tests.unit.processing","Tue Sep 23 22:27:42 UTC 2025","passed","Tue Sep 23 22:27:42 UTC 2025","","test_type_conversion_utils","",""
"","223","test__filter_request_with_filter_dims__returns_valid_filter_dims","tests.unit.backend.wmg.api","Tue Sep 23 22:26:13 UTC 2025","passed","Tue Sep 23 22:26:13 UTC 2025","WmgApiV2Tests","test_v2","",""
"
        The check for changes in Crossref returns the existing DOI and the returned Crossref DOI if there is a
        change between the two.
        ","23","test_update_crossref_metadata_changed_doi_returns_doi_update_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","TestCollectionOperations","test_business","",""
"","8","test__post_revision__Not_Owner","tests.unit.backend.layers.api","Tue Sep 23 22:26:07 UTC 2025","passed","Tue Sep 23 22:26:07 UTC 2025","TestPostRevision","test_curation_api","",""
"","1","test_type_inference[parameters30]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"
        Calling PUT /datasets/:dataset_id should fail with 403 Unauthorized
        if the authenticated user is not the owner of a collection
        ","9","test__from_link__Not_Owner","tests.unit.backend.layers.api","Tue Sep 23 22:26:07 UTC 2025","passed","Tue Sep 23 22:26:07 UTC 2025","TestPutManifest","test_curation_api","",""
"","0","test__link__INVALID[raw_data-google.com]","tests.unit.backend.layers.common","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","","test_validation","",""
"","10","test__get_collections_no_auth__OK","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestGetCollections","test_curation_api","",""
"The 'revising_in' attribute is None for unauthorized public collections","12","test__get_collections_with_auth__OK_1","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestGetCollections","test_curation_api","",""
"","9","test__valid_explorer_cxgs","tests.unit.backend.cellguide.pipeline","Tue Sep 23 22:31:46 UTC 2025","passed","Tue Sep 23 22:31:46 UTC 2025","TestValidExplorerCxgs","test_valid_explorer_cxgs","",""
"","1","test_with_migration_revision","tests.unit.processing.schema_migration","Tue Sep 23 22:27:22 UTC 2025","passed","Tue Sep 23 22:27:22 UTC 2025","TestGatherCollections","test_gather_collections","",""
"","3","test__get_collections_no_auth_visibility_private__403","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestGetCollections","test_curation_api","",""
"","1","test_non_migration_event_triggers_slack","tests.unit.processing","Tue Sep 23 22:27:34 UTC 2025","passed","Tue Sep 23 22:27:34 UTC 2025","","test_handle_error","",""
"
        Adding a dataset with a wrong link should result in a failure
        ","7","test_add_dataset_with_invalid_link_fail","tests.unit.backend.layers.business","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestUpdateCollectionDatasets","test_business","",""
"","8","test__generate_s3_credentials__Not_Private","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestS3Credentials","test_curation_api","",""
"","3","test__clean_doi","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestDoi","test_doi","",""
"","10","test_update_metadata__missing_cxg","tests.unit.processing","Tue Sep 23 22:27:29 UTC 2025","passed","Tue Sep 23 22:27:29 UTC 2025","TestUpdateMetadataHandler","test_dataset_metadata_update","",""
"","7","test__dp_api_swagger_ui__returns_200","tests.unit.backend.layers.api","Tue Sep 23 22:26:04 UTC 2025","passed","Tue Sep 23 22:26:04 UTC 2025","TestAPI","test_app","",""
"","7","test__validate_with_valid_s3_uri__ok","tests.unit.backend.layers.utils","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestS3URI","test_uri","",""
"Check that all artifacts are deleted for the given cases.","0","test_cleanup_artifacts__validate_anndata_OK","tests.unit.processing","Tue Sep 23 22:27:34 UTC 2025","passed","Tue Sep 23 22:27:34 UTC 2025","TestCleanupArtifacts","test_handle_error","",""
"","1","test_type_inference[parameters50]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"
        Given a canonical dataset id, return all its DatasetVersions that have been part of published CollectionVersions
        ","39","test_get_prior_published_versions_for_dataset","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestGetDataset","test_business","",""
"","1","test_get_failure_slack_notification_message_with_dataset_not_found","tests.unit.processing","Tue Sep 23 22:27:34 UTC 2025","passed","Tue Sep 23 22:27:34 UTC 2025","","test_handle_error","",""
"Test _process_all_chromosomes() processes fragments from all chromosomes.","57","test__process_all_chromosomes[cell_type_mapping2-invalid_fragment_coordinates4]","tests.unit.processing","Tue Sep 23 22:27:24 UTC 2025","passed","Tue Sep 23 22:27:24 UTC 2025","TestATACDataProcessor","test_atac_processing_utils","",""
"Test the delete_existing_cxg_files method directly","3","test_delete_existing_cxg_files_method","tests.unit.processing","Tue Sep 23 22:27:37 UTC 2025","passed","Tue Sep 23 22:27:37 UTC 2025","ProcessingTest","test_processing","",""
"","15","test__get_all_datasets_for_user_index","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestDataset","test_portal_api","",""
"
        The dataset processing status can be updated using `update_dataset_status`
        ","3","test_update_dataset_status_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestUpdateDataset","test_business","",""
"
        When publishing a private collection - and there is no change in DOI - publisher metadata should be
        updated if the deposited date is after the created at date of the corresponding collection.
        ","8","test_publish_private_collection_same_doi_publisher_metadata_updated_ok","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"","1","test_with_published","tests.unit.processing.schema_migration","Tue Sep 23 22:27:22 UTC 2025","passed","Tue Sep 23 22:27:22 UTC 2025","TestGatherCollections","test_gather_collections","",""
"","1","test_get_spatial_metadata__is_single_false","tests.unit.processing","Tue Sep 23 22:27:31 UTC 2025","passed","Tue Sep 23 22:27:31 UTC 2025","TestAddLabels","test_extract_metadata","",""
"A cellxgene public dataset url used for reingesting an h5ad must be an h5ad","9","test_reingest_published_anndata_dataset__not_h5ad","tests.unit.backend.layers.business","Tue Sep 23 22:26:10 UTC 2025","passed","Tue Sep 23 22:26:10 UTC 2025","TestUpdateCollectionDatasets","test_business","",""
"","0","test_invalid_characters_in_field[text\x1f]","tests.unit.backend.layers.common","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","","test_validation","",""
"","3","test_has_valid_artifact_statuses__invalid_cxg_status_0","tests.unit.processing","Tue Sep 23 22:27:29 UTC 2025","passed","Tue Sep 23 22:27:29 UTC 2025","TestValidArtifactStatuses","test_dataset_metadata_update","",""
"","0","test__link__INVALID[protocol-google]","tests.unit.backend.layers.common","Tue Sep 23 22:26:12 UTC 2025","passed","Tue Sep 23 22:26:12 UTC 2025","","test_validation","",""
"
        Calling PUT /datasets/:dataset_id should succeed if a valid link is uploaded by the owner of the collection or
        a super curator
        ","49","test__new_from_link__OK","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","TestPutManifest","test_curation_api","",""
"
        Given a dataset version id, return the DatasetVersion IF its been part of a published CollectionVersion
        ","49","test_get_prior_published_dataset_version","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestGetDataset","test_business","",""
"
        Calling Put /datasets/:dataset_id with a bad published anndata link should fail with 400
        ","7","test_with_bad_already_ingested_anndata__400","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","TestPutManifestATAC","test_curation_api","",""
"","3","test__post_collection_rejects_invalid_doi","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","TestCollection","test_portal_api","",""
"","45","test_get_collection_version_4xx","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestGetCollectionVersionID","test_curation_api","",""
"","10","test__get_collection_with_dataset_failing_pipeline","tests.unit.backend.layers.api","Tue Sep 23 22:26:05 UTC 2025","passed","Tue Sep 23 22:26:05 UTC 2025","TestGetCollectionID","test_curation_api","",""
"
        Publishing a collection version with no datasets should fail
        ","1","test_publish_collection_with_no_datasets_fail","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"","1","test_collection_url","tests.unit.backend.layers.business","Tue Sep 23 22:26:11 UTC 2025","passed","Tue Sep 23 22:26:11 UTC 2025","TestCollectionOperations","test_business","",""
"","6","test__update_private_collection_dataset_not_authorized_403","tests.unit.backend.layers.api","Tue Sep 23 22:26:09 UTC 2025","passed","Tue Sep 23 22:26:09 UTC 2025","TestDataset","test_portal_api","",""
"","1","test_type_inference[parameters63]","tests.unit.processing","Tue Sep 23 22:27:41 UTC 2025","passed","Tue Sep 23 22:27:41 UTC 2025","","test_type_conversion_utils","",""
"","1123","test_primary_filter_dimensions","tests.unit.wmg_processing","Tue Sep 23 22:30:08 UTC 2025","passed","Tue Sep 23 22:30:09 UTC 2025","PrimaryFilterDimensionsTests","test_primary_filter_dimensions","",""
"
        Calling PUT /datasets/:dataset_id should fail with 403 Unauthorized
        if the authenticated user is not the owner of a collection
        ","9","test__from_link__Not_Owner","tests.unit.backend.layers.api","Tue Sep 23 22:26:08 UTC 2025","passed","Tue Sep 23 22:26:08 UTC 2025","TestPutManifestFlag","test_curation_api","",""
"","3","test__published_doi_used_if_exists_for_preprint","tests.unit.backend.common","Tue Sep 23 22:26:20 UTC 2025","passed","Tue Sep 23 22:26:20 UTC 2025","TestCrossrefProvider","test_crossref_provider","",""
