"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_type_inference[parameters27]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","9","test__generate_s3_credentials__Not_Private","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestS3Credentials","test_curation_api","",""
"","47","test__create_h5ad_data_file__copies_index_of_obs_and_var_to_column","tests.unit.processing","Tue Apr 29 16:03:38 GMT 2025","passed","Tue Apr 29 16:03:38 GMT 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"
    Test case to verify that a KeyError is raised when passing invalid input metadata
    ","0","test__invalid_input_metadata_copy","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_spatial_assets_utils","",""
"","3","test_delete_collection__not_owner","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollectionDeletion","test_portal_api","",""
"","12","test_init_of_unknown_secret_does_not_set_secret_metadata","tests.unit.backend.layers.utils","Tue Apr 29 16:01:21 GMT 2025","passed","Tue Apr 29 16:01:21 GMT 2025","TestAwsSecret","test_aws_secret","",""
"
        Adding a dataset to a published collection should result in a failure
        ","9","test_add_dataset_to_published_collection_fail","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"A cellxgene public dataset url must be part of a version of the canonical dataset","17","test_reginest_published_atac_dataset__not_part_of_canonical_dataset","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"
        Calling `ingest_dataset` on a collection that does not exist should fail
        ","1","test_add_dataset_to_non_existing_collection_fail","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","3","test__delete_key__401","tests.unit.backend.layers.auth","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestKeys","test_auth_keys","",""
"","0","test_invalid_characters_in_field[\x00some data]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"
        Mocks API key for NCBI requests, checks call counts and the correct external API calls.
        Will break if the external API call is down!
        ","3","test_api_fetch_calls","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","GeneInfoAPIv1Tests","test_gene_info","",""
"A cellxgene public dataset url must already be uploaded","9","test_reingest_published_anndata_dataset__not_in_found","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","8","test__update_collection__doi_is_not_CURIE_reference__BAD_REQUEST","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestPatchCollectionID","test_curation_api","",""
"
        Test restoring a previous version of a collection
        ","21","test__restore_previous_collection_version","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionUtilities","test_business","",""
"The 'revising_in' attribute is None for unauthorized public collections","13","test__get_collections_with_auth__OK_1","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","0","test_get_wmg_snapshot_rel_path","tests.unit.backend.wmg.data","Tue Apr 29 16:01:37 GMT 2025","passed","Tue Apr 29 16:01:37 GMT 2025","","test_snapshot","",""
"","11","test__convert_dictionary_to_cxg_group__writes_successfully","tests.unit.processing","Tue Apr 29 16:03:36 GMT 2025","passed","Tue Apr 29 16:03:36 GMT 2025","TestCxgGenerationUtils","test_cxg_generation_utils","",""
"","4","test__post_collection_normalizes_doi","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"","0","test_generate","tests.unit.backend.layers.utils","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestAPIKey","test_api_key","",""
"
        Calling PUT /datasets/:dataset_id should succeed if a valid link is uploaded by the owner of the collection or
        a super curator
        ","45","test__new_from_link__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutManifest","test_curation_api","",""
"","10","test__get_collection_with_dataset_failing_pipeline","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollectionID","test_curation_api","",""
"","1","test_type_inference[parameters21]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"Check that all artifacts are deleted for the given cases.","1","test_cleanup_artifacts__validate_atac_OK","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","TestCleanupArtifacts","test_handle_error","",""
"","0","test_type_inference[parameters25]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1","test_invalid_characters_in_field[text\x01]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"
        Private datasets the user is authorized to view can be retrieved with
        `get_all_private_collection_versions_with_datasets`.
        ","118","test_get_all_private_datasets_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestGetAllDatasets","test_business","",""
"
        The dataset processing status can be updated using `update_dataset_status`
        ","4","test_update_dataset_status_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateDataset","test_business","",""
"
        A Dataset that has been published cannot be deleted via the API
        ","36","test__delete_published_dataset__405","tests.unit.backend.layers.api","Tue Apr 29 16:01:12 GMT 2025","passed","Tue Apr 29 16:01:12 GMT 2025","TestDeleteDataset","test_curation_api","",""
"","1","test_type_inference[parameters79]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","0","test_anndata_validation_success[{""anndata"": ""https://example.com/dataset.h5ad"", ""atac_fragments"": ""s3://bucket/fragments.tsv.gz""}]","tests.unit.backend.common","Tue Apr 29 16:01:27 GMT 2025","passed","Tue Apr 29 16:01:27 GMT 2025","","test_manifest","",""
"","15","test_get_wmg_snapshot_fullpath[/tmp]","tests.unit.backend.wmg.data","Tue Apr 29 16:01:37 GMT 2025","passed","Tue Apr 29 16:01:37 GMT 2025","","test_snapshot","",""
"","6","test__collection_level_processing_status__SUCCESS","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","4","test_has_valid_artifact_statuses__invalid_rds_status_1","tests.unit.processing","Tue Apr 29 16:03:36 GMT 2025","passed","Tue Apr 29 16:03:36 GMT 2025","TestValidArtifactStatuses","test_dataset_metadata_update","",""
"","7","test__curation_api_swagger_ui__returns_200","tests.unit.backend.layers.api","Tue Apr 29 16:01:10 GMT 2025","passed","Tue Apr 29 16:01:10 GMT 2025","TestAPI","test_app","",""
"","2057","test_value_of_existing_deleted_secret_raises_exception","tests.unit.backend.layers.utils","Tue Apr 29 16:01:23 GMT 2025","passed","Tue Apr 29 16:01:25 GMT 2025","TestAwsSecret","test_aws_secret","",""
"
        When publishing a revision - and there is a change in DOI - collection and artifacts should be updated.
        ","19","test_publish_revision_changed_doi_collection_updated_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"","0","test__link__INVALID[other-google.com]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","3","test__get_all_user_datasets_for_index_requires_auth","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"","7","test__cancel_dataset_download__202_user_not_collection_owner_as_super_curator","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDatasetCurators","test_portal_api","",""
"","4009","test_dataset_metadata","tests.unit.wmg_processing","Tue Apr 29 16:01:56 GMT 2025","passed","Tue Apr 29 16:02:00 GMT 2025","DatasetMetadataTests","test_dataset_metadata","",""
"","0","test_anndata_validation_success[{""anndata"": ""s3://bucket/dataset.h5ad""}]","tests.unit.backend.common","Tue Apr 29 16:01:27 GMT 2025","passed","Tue Apr 29 16:01:27 GMT 2025","","test_manifest","",""
"","1","test_type_inference[parameters49]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"revision_of contains None if the collection is unpublished","4","test__get_collections_with_auth__OK_6","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","16","test_populate_dataset_citation__no_publication_doi","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","ProcessingTest","test_process_add_labels","",""
"","0","test_feature_flag","tests.unit.backend.common","Tue Apr 29 16:01:27 GMT 2025","passed","Tue Apr 29 16:01:27 GMT 2025","TestFeatureFlag","test_feature_flag","",""
"","389","test__single_dimension__returns_all_dimension_and_terms","tests.unit.backend.wmg","Tue Apr 29 16:02:27 GMT 2025","passed","Tue Apr 29 16:02:27 GMT 2025","QueryPrimaryFilterDimensionsTest","test_query","",""
"","0","test_blank_fields","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"
        An unauthorized user should not be able to delete a collection revision
        ","24","test__delete_revision_unauth__403","tests.unit.backend.layers.api","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestDeleteRevision","test_portal_api","",""
"
        A published collection can be obtained using `get_collection`
        ","9","test_get_published_collection_version_for_published_collection_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestGetCollectionVersion","test_business","",""
"","1","test_non_migration_event_triggers_slack","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","","test_handle_error","",""
"","1","test_type_inference[parameters20]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","2418","test_expression_summary_default","tests.unit.wmg_processing","Tue Apr 29 16:03:46 GMT 2025","passed","Tue Apr 29 16:03:49 GMT 2025","ExpressionSummaryDefaultTests","test_expression_summary_default","",""
"Checks that, if a gene fails on the first ID search, ncbi_provider will search again (with gene name)","3","test_api_double_calls","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","GeneInfoAPIv1Tests","test_gene_info","",""
"
        When publishing a collection version, is_auto_version should be set to False
        ","17","test_publish_version_sets_is_auto_version_False","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"","0","test_invalid_email[@.]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","5","test_reprocess_cxg_success","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","ProcessingTest","test_processing","",""
"","10","test_create_empty_dataset_version_for_current_dataset__error_if_published","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","3","test__update_with_invalid_collection_consortia","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"
        Calling PUT /datasets/:dataset_id should fail with 401 Unauthorized if the user is not authenticated
        ","6","test__from_link__no_auth","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutManifest","test_curation_api","",""
"","1","test__link__OK[other-http://somewhere.org/path/?abcd=123]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","0","test__link__OK[other-https://www.google.com]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","0","test__sizeof_formatted__converts_to_gb","tests.unit.backend.layers.utils","Tue Apr 29 16:01:25 GMT 2025","passed","Tue Apr 29 16:01:25 GMT 2025","TestMathUtils","test_math_utils","",""
"","13117","test__canonical_marker_genes","tests.unit.backend.cellguide.pipeline","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:28 GMT 2025","CanonicalMarkerGeneCompilerTests","test_canonical_marker_genes","",""
"","3","test__post_collection_rejects_invalid_consortia","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"
        Individually-tombstoned Datasets should remain tombstoned after resurrection of their parent Collection.
        ","21","test_resurrect_collection_with_tombstoned_dataset_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"
        Calling `ingest_dataset` and specifying an existing dataset should fail if the dataset is not in the
        final status
        ","7","test_replace_dataset_in_wrong_status_fail","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","1","test_type_inference[parameters83]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","7","test_rollback_private_collection_list","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_rollback","",""
"","5","test__create_collection__InvalidParameters_DOI","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestCollection","test_portal_api","",""
"","1669","test_cell_type_orderings","tests.unit.wmg_processing","Tue Apr 29 16:01:40 GMT 2025","passed","Tue Apr 29 16:01:42 GMT 2025","CellTypeOrderingTests","test_cell_type_ordering","",""
"
        Publishing a collection with updated metadata should succeed, but not update revised_at
        ","18","test_publish_version_with_updated_metadata_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"
        The order of the datasets in a collection version is set using `set_collection_version_datasets_order`.
        ","12","test_set_collection_version_datasets_order_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestSetCollectionVersionDatasetsOrder","test_business","",""
"","8","test_rollback_private_collection","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_rollback","",""
"
        When publishing an auto_version, do NOT cleanup dataset versions from an open revision
        ","24","test_publish_version_cleanup_with_auto_version","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"","0","test_positive","tests.unit.scripts","Tue Apr 29 16:01:08 GMT 2025","passed","Tue Apr 29 16:01:08 GMT 2025","TestFilterIssues","test_zenhub_close","",""
"","0","test__link__OK[raw_data-https://www.google.com]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","1","test_close_ready_for_prod_with_blocked_issues","tests.unit.scripts","Tue Apr 29 16:01:08 GMT 2025","passed","Tue Apr 29 16:01:08 GMT 2025","TestCloseReadyForProd","test_zenhub_close","",""
"","4","test__link__202","tests.unit.backend.layers.api","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestCollectionPostUploadLink","test_portal_api","",""
"","116","test__query_single_primary_dims__returns_200_and_correct_response","tests.unit.backend.wmg.api","Tue Apr 29 16:01:36 GMT 2025","passed","Tue Apr 29 16:01:36 GMT 2025","WmgApiV2Tests","test_v2","",""
"
        Calling PUT /datasets/:dataset_id should fail with 403 Unauthorized
        if trying to upload to a published collection
        ","12","test__from_link__Not_Public","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutLink","test_curation_api","",""
"","2071","test_delete_of_existing_secret_deletes_secret","tests.unit.backend.layers.utils","Tue Apr 29 16:01:19 GMT 2025","passed","Tue Apr 29 16:01:21 GMT 2025","TestAwsSecret","test_aws_secret","",""
"","2","test__filter_request_with_query_key_not_specified_in_api_spec_returns_400","tests.unit.backend.wmg.api","Tue Apr 29 16:01:10 GMT 2025","passed","Tue Apr 29 16:01:10 GMT 2025","WmgApiV2Tests","test_v2","",""
"","8","test__list_collection__ok","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"
        A published collection version can be obtained using `get_collection_version`
        ","9","test_get_collection_version_for_published_collection_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestGetCollectionVersion","test_business","",""
"","0","test_type_inference[parameters47]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters90]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"
        In combination with test_api_fetch_calls, checks external API call in search requests (_search_gene_uid)
        ","2","test_api_search_calls","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","GeneInfoAPIv1Tests","test_gene_info","",""
"","0","test_type_inference[parameters35]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","5","test__get_status__403","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"
        `get_dataset_asset` should return a -1 if file_size isn't returned from the server
        ","5","test__get_dataset_asset__file_SERVER_ERROR","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"","7","test_rollback_public_collection","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_rollback","",""
"","10","test__convert_uns_to_cxg_group","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_spatial_assets_utils","",""
"","9","test__get_manifest_tombstoned__410","tests.unit.backend.layers.api","Tue Apr 29 16:01:13 GMT 2025","passed","Tue Apr 29 16:01:13 GMT 2025","TestGetDatasetManifest","test_curation_api","",""
"","1","test__validate_with_invalid_url__returns_none","tests.unit.backend.layers.utils","Tue Apr 29 16:01:26 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","TestCXGPubURL","test_uri","",""
"","7","test__post_revision__no_auth","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPostRevision","test_curation_api","",""
"","6","test_concurrency","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestConcurrentUpdates","test_business","",""
"","2","test_catch_errors","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","TestDeleteAtacFragmentFiles","test_handle_error","",""
"","0","test__link__INVALID[doi-://]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"
        Starting a revision on a revision.
        ","28","test__revision__403","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestRevision","test_portal_api","",""
"","12","test__get_tombstoned_collection__410","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollectionID","test_curation_api","",""
"","4","test__cancel_dataset_download__user_not_logged_in","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"","405","test__query_agg_cell_type_counts__returns_correct_result","tests.unit.backend.wmg.api.common","Tue Apr 29 16:01:06 GMT 2025","passed","Tue Apr 29 16:01:07 GMT 2025","ExpressionDotPlotTest","test_expression_dotplot","",""
"","12680","test__query_marker_genes_cube__returns_correct_all_markers","tests.unit.backend.wmg","Tue Apr 29 16:02:02 GMT 2025","passed","Tue Apr 29 16:02:15 GMT 2025","QueryTest","test_query","",""
"","42","test_value_of_existing_secret_returns_value","tests.unit.backend.layers.utils","Tue Apr 29 16:01:25 GMT 2025","passed","Tue Apr 29 16:01:25 GMT 2025","TestAwsSecret","test_aws_secret","",""
"
        `get_collection_version_from_canonical` retrieves the unpublished version connected
        to the canonical collection, if no published version is available
        ","6","test_get_collection_version_from_canonical_unpublished_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"","46","test__create_h5ad_data_file__var_index_name_specified_not_unique_raises_exception","tests.unit.processing","Tue Apr 29 16:03:38 GMT 2025","passed","Tue Apr 29 16:03:38 GMT 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"
        A collection with consortia can be created using `create_collection`
        ","1","test_create_collection_with_consortia_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestCreateCollection","test_business","",""
"","6","test__create_collection__InvalidParameters","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestPostCollection","test_curation_api","",""
"
    Test the cropping method to ensure the image is cropped to a square
    ","1","test__crop_to_aspect_ratio[200-150]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_spatial_assets_utils","",""
"","3","test__provider_unescapes_journal_correctly","tests.unit.backend.common","Tue Apr 29 16:01:27 GMT 2025","passed","Tue Apr 29 16:01:27 GMT 2025","TestCrossrefProvider","test_crossref_provider","",""
"
        Start a revision on a non-existing collection.
        ","3","test__revision_nonexistent__403","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestRevision","test_portal_api","",""
"","0","test_remove_duplicate_dataset_assets","tests.unit.backend.common","Tue Apr 29 16:01:26 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","","test_common","",""
"
        Calling PUT /datasets/:dataset_id should succeed if a valid link is uploaded by the owner of the collection or
        a super curator
        ","47","test__new_from_link__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutManifestATAC","test_curation_api","",""
"
        The check for changes in Crossref returns None if there is no change between the existing DOI and the
        DOI returned from Crossref.
        ","15","test_update_crossref_metadata_same_doi_returns_none_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"
        A dataset can be replaced from a collection version by calling `ingest_dataset`
        and specifying an existing dataset_version_id
        ","10","test_replace_dataset_in_unpublished_collection_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"
        Trying to publish a dataset belonging to a different collection raises a 404
        ","139","test__dataset_not_in_collection__404","tests.unit.backend.layers.api","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestCollectionPutUploadLink","test_portal_api","",""
"","1","test_delete_artifacts_artifact_type_doesnt_match_regex","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestDeleteDataset","test_business","",""
"
        Calling PUT /datasets/:dataset_id should fail with 401 Unauthorized if the user is not authenticated
        ","6","test__from_link__no_auth","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutManifestATAC","test_curation_api","",""
"","2","test__provider_parses_authors_and_dates_correctly","tests.unit.backend.common","Tue Apr 29 16:01:26 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","TestCrossrefProvider","test_crossref_provider","",""
